,Beam length (um),Beam width (nm),Thickness_1 (nm),Thickness_2 (nm),Temperature (K),Distance (nm),Gate voltage (V),Pretension (Pa),M1 Eigenfrequency (Hz),M1 Quality factor,M1 Effective mass (kg),M1 Noise (kg^2/s^3),M1 TED (W),M2 Eigenfrequency (Hz),M2 Quality factor,M2 Effective mass (kg),M2 Noise (kg^2/s^3),M2 TED (W),M3 Eigenfrequency (Hz),M3 Quality factor,M3 Effective mass (kg),M3 Noise (kg^2/s^3),M3 TED (W),M4 Eigenfrequency (Hz),M4 Quality factor,M4 Effective mass (kg),M4 Noise (kg^2/s^3),M4 TED (W)
3077,165.77278174233118,629.318408547772,182.76171091897896,46.84791139080492,1.0323921067600823,334.0232486901112,30.816385250079996,359781913.1687271,1407409.6867143689,4171633.024523261,3.4502999842589673e-14,2.41508707781506e-29,3.329113811860427e-12,2832460.9917011512,4100581.380669581,3.4551285677367783e-14,4.951584714765966e-29,8.947199030227746e-12,4292359.352345373,3990755.270268462,3.4625502592963154e-14,7.72678027936e-29,1.4043702598662212e-11,5803486.016588462,3852854.3977265856,3.4703094329037914e-14,1.0845162036447846e-28,1.7071512875153375e-11
3079,29.46208007497809,657.5615072670425,208.8769244439709,49.11137375310887,0.5052216950311159,219.67506512192423,0.0,876623957.8162119,12962232.045848034,6507103.64390144,6.469928656039503e-15,4.142762285154831e-28,3.936081633985439e-12,28330962.03226377,5163145.870222962,6.7705965309517866e-15,1.1941869363016982e-27,4.940920761661553e-12,47603650.056344606,4234494.943302822,6.831000753505983e-15,2.468433450871789e-27,5.627915278972838e-12,71425396.31496075,3659251.972881717,6.803427609751011e-15,4.268610868257031e-27,6.121581972806025e-12
3080,236.32722676486443,812.6033728340126,206.90678203262812,24.47224039238997,0.2957856521749437,102.2003076699423,2.6159199275053147,210787576.62084424,823936.792406641,13875452.954127625,6.458373563028293e-14,1.1216639170051496e-30,2.229429371756104e-12,1661066.6083149046,13666952.507122966,6.471259081333273e-14,2.3003663728897767e-30,1.310901655380058e-11,2524165.357220152,13346412.3011645,6.490005836532448e-14,3.5899732503822055e-30,1.7922267717023592e-11,3425234.081267687,12957619.669137726,6.508148091594615e-14,5.0317066670708976e-30,2.1680884928504007e-11
3081,150.32497914443883,89.9293407794483,105.1823046892392,22.41415361138115,8.718121658964975,251.97870766310652,25.71177060194635,941320698.098015,2072201.2499381036,1763554.5174188204,2.582887300313808e-15,6.466248537512239e-29,8.195396412067272e-14,4144750.7733642943,1762203.6238139626,2.582885168590876e-15,1.2943487970083906e-28,2.2564793372571438e-13,6217998.350994972,1760034.456382611,2.582816166238388e-15,1.944136809596624e-28,4.3029658740392274e-13,8292294.780367378,1756201.1241722784,2.5830974758905334e-15,2.598634327990045e-28,6.965350952832335e-13
3082,169.42883067989487,335.32912003611307,165.8226495850404,39.73571981538319,66.70084314635632,400.4060972705617,21.278366748553186,506292919.5409194,1439017.336038876,32888.72132252803,1.7221779805856026e-14,9.669344640479692e-26,1.0086230468200105e-12,2882371.7444637637,32630.021383874777,1.7223973084354294e-14,1.9523871574101568e-25,2.875713904157013e-12,4334381.059961627,32211.47709841297,1.722989659562657e-14,2.9750830339672024e-25,5.459439856194775e-12,5799325.129035025,31654.2844045516,1.7237991749423543e-14,4.052579997730231e-25,8.577919903707925e-12
3083,28.86822103300037,232.78026922612125,155.3359357990229,24.39426244819503,0.3061931359981304,448.9144336555614,20.150264194978792,642060887.4919642,10009698.094906783,66250465.70200809,1.699773934135609e-15,5.2110097951392274e-30,1.6386735665536117e-12,20427108.14184886,60279210.76578358,1.7131995485105377e-15,1.1780018240909113e-29,2.283297560304838e-12,31624037.684504524,53092338.45888872,1.7260011020016813e-15,2.0860524043459138e-29,2.856702819637297e-12,43913178.24651444,46432001.36708049,1.7318856332841357e-15,3.32349750978659e-29,3.344605674034551e-12
3084,30.334263071233973,514.8420260948529,202.3130838063064,10.77926408229748,0.0202302315414816,570.8013665738808,26.474073363120397,0.0,6797868.92938882,10894515.87514524,4.178253269382366e-15,3.165460087983258e-30,3.150784764575709e-12,16502108.776708279,10879913.149800189,4.524388961675351e-15,8.332036828215494e-30,3.740936953077491e-12,30193556.279580384,10856772.533959446,4.530714818749843e-15,1.5298804194586554e-29,3.9732369169011946e-12,48046610.7141694,10826158.774869988,4.516404983979751e-15,2.4336519804883617e-29,4.135592306782527e-12
3085,48.68476991358039,81.22023564789747,118.91707845473354,48.28314795728889,0.4210118887392888,177.68738247676845,23.585543648751,241067337.17621616,4295286.343723869,1564991.5541303337,9.607221118150557e-16,2.586600157627708e-29,2.631796787080942e-13,8602230.990658864,1561150.5992470265,9.607636582045017e-16,5.19319054078309e-29,7.526302672070938e-13,12932453.038828766,1554831.7150231188,9.609645436934555e-16,7.84072592984008e-29,1.4540311523629594e-12,17297490.164143775,1538246.8223211882,9.612368591273305e-16,1.0603246834999035e-28,2.355307136834846e-12
3086,157.37584315942377,366.4392369819457,200.1985281782022,33.661686359530016,2.9933576195331693,119.61452100804496,9.923904944402649,916528749.1670648,1977326.9227049807,1594187.6608775356,2.004162259572621e-14,1.6591958611330223e-28,1.2350038794045244e-12,3959835.7412157324,1577785.9890223865,2.0043539161687903e-14,3.35760207648053e-28,3.484144910499076e-12,5952687.797685066,1551425.5710265157,2.0049418267499812e-14,5.134636173838689e-28,6.155948775907002e-12,7961003.852808805,1516169.72605099,2.0055724823161548e-14,7.028847411845837e-28,7.607637475893078e-12
3087,513.2112501683049,982.5286624844216,83.36908592412267,35.36678974830392,0.1484473424500182,396.14130263123,29.6577479581508,0.0,308239.5903948206,2246611.89754495,8.604550093815915e-14,3.674615450668621e-31,1.968972106333483e-13,618444.2364115363,2246588.481931901,8.609291727422755e-14,7.376796582144383e-31,1.1523940211209208e-12,932558.9558463525,2246570.803404134,8.616201817831041e-14,1.1132569490687444e-30,3.4298764545886858e-12,1252486.375624913,2228461.837737848,8.62399611659011e-14,1.5086890091368351e-30,7.635316250693773e-12
3088,128.9531997546031,420.95658640379526,196.73518614447372,48.357784820622406,0.0380657068406284,413.0462561379336,13.842231596819651,510702890.5566648,1996081.6559979543,116544811.05501324,1.9362872171128224e-14,4.1924516869245156e-32,4.148743110215282e-13,4007114.875141229,114805496.6678834,1.9375051729809012e-14,8.549188810573972e-32,2.430098869898889e-12,6047840.311108451,112079215.01859231,1.939549510172486e-14,1.3230889178712052e-31,7.2257586433274375e-12,8132590.404373287,341350838.20610434,1.941765335848108e-14,5.848407115023793e-32,9.723745460537704e-12
3089,117.5228901618475,465.623030000394,204.17932912180837,42.45567441057486,41.63680607889194,100.47816172618792,0.0,0.0,1188015.9615828344,56290.342152673846,1.8886733641434474e-14,6.636223407623106e-26,2.761998596230663e-12,2425685.666630017,56271.892694814815,1.9041949294370022e-14,1.3665645762949427e-25,7.188541920739407e-12,3758384.1394285564,56236.68925255012,1.9192329825282893e-14,2.1354277170896204e-25,1.1949420147497663e-11,5224473.088848773,56179.64954802104,1.926452772630761e-14,2.982617713579736e-25,1.3980958279690164e-11
3090,1011.0024528819982,785.0241815449261,177.3621006207665,25.544368469152108,5.150406302066257,170.89449432393954,36.32846676745927,369925240.0527547,218271.50810723292,1027950.8759922612,2.4212327499194373e-13,1.4306769295748412e-29,1.6754661272918369e-12,436670.3980512736,1026931.6574100592,2.421436572975009e-13,2.865270666942473e-29,4.803810154885387e-12,655325.56861018,1025229.8802111504,2.421425808045657e-13,4.3071239591514116e-29,9.30810563299632e-12,874365.3035451552,1019560.795517798,2.421261821570505e-13,5.778323983124697e-29,1.5082171717666417e-11
3091,99.55171387324236,379.6953856211296,150.06916178546348,47.18443452626785,35.85005679617603,347.4934218976126,19.78244612904656,963937978.827194,3249365.2089932268,195391.0630367888,1.0823378352094592e-14,3.595773359028257e-26,1.7814466246938328e-12,6518816.611872825,190822.01458026684,1.0829288462751851e-14,7.390534505058865e-26,4.853375811775998e-12,9828200.867180442,183768.04641020927,1.08372199594247e-14,1.1578640056423685e-25,6.5507970642035165e-12,13196898.104310598,173883.99785124327,1.0846411631322563e-14,1.6445003440154997e-25,8.041413816674393e-12
3092,27.86067564067394,561.483250055861,104.04914324936014,27.264922429511444,0.0567520155489397,528.9144312347861,14.2939436597006,0.0,8431595.84841844,8060364.122287681,2.5247606052835844e-15,1.0663913189941477e-29,5.994856855415264e-12,20371020.054655336,8051253.247442757,2.731882250148996e-15,2.790953117163562e-29,6.747366112232424e-12,37130693.70014874,8036691.709417336,2.736277177756265e-15,5.10454595618147e-29,7.158826195088515e-12,58902857.445527844,8017366.323743824,2.7270142730555712e-15,8.089716881531238e-29,7.431603231086726e-12
3093,73.90663062126742,504.7497895727048,147.22656561346378,26.33011944119409,2.286579262607709,571.334102918576,22.4847593540639,968608840.90784,4486835.606241337,8896426.748769067,9.285040110745171e-15,1.0826075770526356e-28,3.5765491512084136e-12,9068014.043166429,8286640.891252587,9.314930297171251e-15,2.3565464385247613e-28,5.0967588937582384e-12,13833618.690684369,7473242.673872355,9.35331500276352e-15,4.0027180914225324e-28,6.524248978748513e-12,18866014.2583021,6603251.291580412,9.388112162944007e-15,6.201022835761448e-28,7.828464955981646e-12
3094,10.959554993299363,338.9736806613012,186.7589078695585,10.801404350379013,0.1875446188765984,546.7297174520992,3.288388140524276,983198337.9901332,39975094.3865952,746827.9626778103,9.407423804752476e-16,4.342118565965792e-27,1.1831455443887397e-12,91832288.8451008,591906.323605581,1.0031081733925385e-15,1.3419991459735615e-26,1.4161896120190436e-12,160963080.3812112,508086.75117426045,1.0058879487945178e-15,2.747894472535912e-26,1.5818874927222374e-12,248362586.46807522,471869.48703578574,9.978685586492538e-16,4.528972243508737e-26,1.7288352369859848e-12
3095,43.973021330045455,531.7708377851613,92.73182272037944,43.42035169647336,0.1260628989122718,454.8161931783137,39.16085039868229,922696727.5167676,7998820.2474205205,117631796.4464538,4.312497633664048e-15,1.0558154879085594e-30,5.987152856817475e-12,16432296.42982655,104583126.27905554,4.364576703953117e-15,2.4690888712165946e-30,8.242192139429613e-12,25681683.9486937,90249081.469534,4.405648207176665e-15,4.513864033006315e-30,1.0171681753590135e-11,36045844.47853892,77995690.38267747,4.417956202274217e-15,7.351296762968956e-30,1.1740648132444903e-11
3097,16.8962138591257,801.7526800097559,102.21059383659376,35.70192975733956,244.73634327976103,580.6864012403116,0.0,0.0,23833753.754781343,102890.84413773834,2.2266883152332506e-15,2.4419574534483205e-23,6.4544686375288205e-12,64058572.711123,83221.19586379424,2.465688935631755e-15,8.985547351547098e-23,6.675531004624105e-12,122298709.8195814,66074.62354562004,2.4456557738435358e-15,2.1431148872652685e-22,6.858964837926443e-12,196301020.01022658,53486.58388102162,2.43155461073694e-15,4.2249801056060033e-22,7.077851063751244e-12
3098,16.347450844984152,809.549191099005,152.00851879238652,15.148475088944028,75.36099660676093,570.4236392340332,17.186645326189375,884738015.5705937,33105384.55656261,125566.82765179724,2.7525023535331384e-15,1.130163404935983e-23,3.042061084116254e-12,81437105.37971951,92921.08740366096,3.0013518005226628e-15,4.096517134867929e-23,3.355519272174025e-12,148480712.53646564,73126.62631149423,2.9904239118539066e-15,9.45620957510032e-23,3.5703039706367096e-12,232628017.316869,62709.71852913607,2.9674907894538877e-15,1.7143771683271032e-22,3.787454351414093e-12
3099,45.18226278079517,634.0437546769194,108.80776052706476,38.14672146034389,0.8466745306539516,300.72637071973764,12.98438266629839,0.0,4462981.36628333,11649872.2453323,5.280166398807038e-15,4.6331390589917143e-29,9.435955840068028e-12,10100321.107052155,11536661.93380564,5.600878931589273e-15,1.1231428976572942e-28,1.1660160122266218e-11,17548014.417434406,11345749.78968208,5.642576894586807e-15,1.998923079884636e-28,1.2842892828697489e-11,27038027.71455773,11088495.397734003,5.621487197310524e-15,3.1396224777550177e-28,1.3594751776635198e-11
3100,305.6346325074791,474.329014013481,82.63838915857721,45.317346095746,0.0579996817345712,565.9558052307052,37.500017474735714,724164947.7924213,971660.3169052588,15111400.577648804,2.6886285012405645e-14,5.927946869669974e-32,1.1105121823928612e-13,1944371.7819733068,15072601.779542292,2.6889746479550508e-14,1.1894372858812123e-31,6.43969903333027e-13,2919184.950514811,15008020.210722852,2.6887635963196915e-14,1.793306742292668e-31,1.898336876721305e-12,3897149.382247674,17237055.339927014,2.6893926639686383e-14,2.0849802685673235e-31,4.179096979338559e-12
3101,179.43732373548883,477.3737089130066,149.79434084694216,36.13189650428555,0.1067068736604762,269.5819792621996,5.826414698398452,899482038.1529975,1746635.2661343475,35119161.063557774,2.3441766048504062e-14,2.1338236424486743e-31,7.216274618756216e-13,3498978.753381711,34722197.0100541,2.3445457752642463e-14,4.324171682065649e-31,4.22271756880774e-12,5262707.646409932,34084968.35193516,2.3454424466433046e-14,6.627980678938614e-31,9.301237768524419e-12,7043437.90315211,33849994.92049107,2.3465988515311862e-14,8.936655972282915e-31,1.1449857582457348e-11
3102,173.307200094368,282.7180283689858,146.05166892401746,31.21841332356865,0.1272257030393617,167.5588818586635,4.060962136024759,564677105.2474927,1502542.2494746188,14961681.635681083,1.2884420938772552e-14,3.0268863142713785e-31,2.5224309205332893e-13,3007789.1338030044,14898255.604255984,1.288539274482177e-14,6.085475899325056e-31,1.4762027250769634e-12,4518440.099296636,14793961.54437934,1.2887374432365994e-14,9.20774772767306e-31,3.2139330465052257e-12,6037184.389960906,9832176.2360143,1.2887825254011594e-14,1.8511829701860576e-30,5.154069270396505e-12
3103,11.401079023576685,120.68892729031872,161.02832459266403,15.656282016953185,113.40628838558553,371.27327268538886,0.0,621373538.362803,24577000.619268965,423812.19113569614,3.3472469986838224e-16,9.352585672366282e-25,1.1900083859219892e-12,51136521.96547375,342354.78318957327,3.4087578986805833e-16,2.4532366418277722e-24,1.5983900857601965e-12,81320189.17084731,270271.50019829173,3.440489327083968e-16,4.9877748612907134e-24,1.929208668618677e-12,116300441.411522,218306.89809565293,3.4378450353556943e-16,8.82447139905027e-24,2.1849432737205645e-12
3104,295.85348616712935,690.0782222304748,162.94784500771752,10.341601528866196,0.4568747548651352,107.69306524374352,0.0,680091540.6508473,920305.8981423263,13671850.436906995,5.3044150751558195e-14,1.0292703452405453e-30,1.546187942825285e-12,1843991.1532040029,13507949.076221414,5.3055146426215804e-14,2.0877764235012353e-30,9.079659843859234e-12,2774415.911289284,13242914.049211746,5.3074682722225936e-14,3.2052541107369976e-30,1.255414073202424e-11,3714899.9262686023,4227634.893747828,5.3105163168488857e-14,1.3451584553633148e-29,1.546017613822444e-11
3105,13.052963218938183,265.30925963954337,105.7118538411816,26.76706951689618,6.800931963977304,469.8545832688406,24.424579580492367,841192905.2457601,28182585.775294118,4379119.502284313,5.972479239218234e-16,8.473096744249451e-27,1.616249854147931e-12,60990273.79929253,3341804.785063619,6.219782583686874e-16,2.5023507628300192e-26,2.053486068010805e-12,101477477.73798598,2572065.9574275534,6.278533463532495e-16,5.460586006780539e-26,2.35776836716513e-12,151118132.8614749,2066288.84920881,6.254089207932704e-16,1.008284508023752e-25,2.5725908405036694e-12
3107,933.4298293735594,728.6544557365785,154.70199282528282,33.28801519572801,53.71261228308851,313.2109660252763,21.0056071499062,0.0,137202.91670204993,22990.410592979108,1.8979532384517765e-13,3.856189096181263e-27,1.3812664790009797e-12,274641.08069445187,22990.40133368294,1.8980905435794608e-13,7.719551520840334e-27,4.011998206805803e-12,412552.8469419684,22990.490865382057,1.898386077832976e-13,1.15977056629123e-26,7.838473158957727e-12,551173.8324552675,22990.268256008207,1.8984401913792105e-13,1.5495217247610935e-26,1.2795840025716013e-11
3108,42.02411879291434,197.7858390821577,130.25302963263815,22.19885262782081,10.223727314314552,324.66254278221976,11.891011162848605,526652451.6012397,6170982.190653754,667556.368957007,1.8302166059351644e-15,5.409089176093412e-27,1.2203624949523497e-12,12442985.819533182,644321.9930952191,1.833923417193403e-15,1.1322912393690452e-26,2.4052746594956503e-12,18913664.585341066,610604.9282927742,1.8392603484028893e-15,1.821435876841487e-26,3.093468776484342e-12,25674426.2627833,570439.3950100122,1.8442277352673773e-15,2.653756594925271e-26,3.736486757145808e-12
3109,85.93941148094852,495.29770072856377,200.24133816618468,13.111298680532126,1.5992022181611565,599.4775564338979,0.0,590141536.6202885,3124111.764354531,12893007.249141945,1.3137273014729097e-14,3.8066194975994517e-29,3.056300062943119e-12,6325224.319273463,12100060.067816474,1.3188216397567656e-14,8.243969518266058e-29,4.346596474511352e-12,9676358.524338268,11031169.959847275,1.3251628672026895e-14,1.390021571957291e-28,5.5435070928636766e-12,13243448.40621503,9907117.461767362,1.3300490731092636e-14,2.126098316600402e-28,6.622293474018594e-12
